gene_ids,feature_is_filtered,feature_name,feature_reference,feature_biotype
ENSG00000253627,False,RP11-513H8.1,NCBITaxon:9606,gene
ENSG00000254741,False,RP11-661A12.7,NCBITaxon:9606,gene
ENSG00000160973,False,FOXH1,NCBITaxon:9606,gene
ENSG00000236199,False,RP11-264I13.2,NCBITaxon:9606,gene
ENSG00000177076,False,ACER2,NCBITaxon:9606,gene
ENSG00000227071,False,FOCAD-AS1,NCBITaxon:9606,gene
ENSG00000171855,False,IFNB1,NCBITaxon:9606,gene
ENSG00000107105,False,ELAVL2,NCBITaxon:9606,gene
ENSG00000184434,False,LRRC19,NCBITaxon:9606,gene
ENSG00000122728,False,TAF1L,NCBITaxon:9606,gene
ENSG00000174038,False,C9orf131,NCBITaxon:9606,gene
ENSG00000234181,False,RP11-182N22.8,NCBITaxon:9606,gene
ENSG00000204814,False,RP11-160N1.10,NCBITaxon:9606,gene
ENSG00000203321,False,CARNMT1-AS1,NCBITaxon:9606,gene
ENSG00000225937,False,PCA3,NCBITaxon:9606,gene
ENSG00000188152,False,NUTM2G,NCBITaxon:9606,gene
ENSG00000204291,False,COL15A1,NCBITaxon:9606,gene
ENSG00000136872,False,ALDOB,NCBITaxon:9606,gene
ENSG00000226334,False,RP11-217B7.2,NCBITaxon:9606,gene
ENSG00000260230,False,FRRS1L,NCBITaxon:9606,gene
ENSG00000227531,False,RP11-202G18.1,NCBITaxon:9606,gene
ENSG00000165181,False,SHOC1,NCBITaxon:9606,gene
ENSG00000256040,False,PAPPA-AS1,NCBITaxon:9606,gene
ENSG00000233721,False,RP11-205K6.1,NCBITaxon:9606,gene
ENSG00000148357,False,HMCN2,NCBITaxon:9606,gene
ENSG00000273249,False,WDR5-DT,NCBITaxon:9606,gene
ENSG00000238058,False,RP11-432J22.2,NCBITaxon:9606,gene
ENSG00000260220,False,CCDC187,NCBITaxon:9606,gene
ENSG00000283769,False,WI2-1959D15.3,NCBITaxon:9606,gene
ENSG00000227512,False,RP11-413M3.4,NCBITaxon:9606,gene
ENSG00000187922,False,LCN10,NCBITaxon:9606,gene
ENSG00000254910,False,RP11-326C3.7,NCBITaxon:9606,gene
ENSG00000184524,False,CEND1,NCBITaxon:9606,gene
ENSG00000255108,False,AP006621.8,NCBITaxon:9606,gene
ENSG00000235027,False,AC068580.6,NCBITaxon:9606,gene
ENSG00000184698,False,OR51M1,NCBITaxon:9606,gene
ENSG00000183801,False,OLFML1,NCBITaxon:9606,gene
ENSG00000254554,False,RP11-351I24.1,NCBITaxon:9606,gene
ENSG00000255351,False,RP11-567I13.1,NCBITaxon:9606,gene
ENSG00000254680,False,RP11-265D17.2,NCBITaxon:9606,gene
ENSG00000134339,False,SAA2,NCBITaxon:9606,gene
ENSG00000176697,False,BDNF,NCBITaxon:9606,gene
ENSG00000255443,False,CD44-AS1,NCBITaxon:9606,gene
ENSG00000254653,False,RP11-702F3.1,NCBITaxon:9606,gene
ENSG00000180210,False,F2,NCBITaxon:9606,gene
ENSG00000231880,False,RP11-76I23.7,NCBITaxon:9606,gene
ENSG00000233436,False,BTBD18,NCBITaxon:9606,gene
ENSG00000156689,False,GLYATL2,NCBITaxon:9606,gene
ENSG00000256196,False,RP11-881M11.4,NCBITaxon:9606,gene
ENSG00000167994,False,RAB3IL1,NCBITaxon:9606,gene
ENSG00000255118,False,RP11-703H8.7,NCBITaxon:9606,gene
ENSG00000177363,False,LRRN4CL,NCBITaxon:9606,gene
ENSG00000204710,False,SPDYC,NCBITaxon:9606,gene
ENSG00000248746,False,ACTN3,NCBITaxon:9606,gene
ENSG00000173227,False,SYT12,NCBITaxon:9606,gene
ENSG00000184224,False,C11orf72,NCBITaxon:9606,gene
ENSG00000255306,False,RP5-901A4.1,NCBITaxon:9606,gene
ENSG00000255236,False,CTD-2655K5.1,NCBITaxon:9606,gene
ENSG00000254721,False,RP11-805J14.5,NCBITaxon:9606,gene
ENSG00000227467,False,LINC01537,NCBITaxon:9606,gene
ENSG00000137491,False,SLCO2B1,NCBITaxon:9606,gene
ENSG00000254429,False,CTD-2562J17.7,NCBITaxon:9606,gene
ENSG00000254459,False,RP11-91P24.7,NCBITaxon:9606,gene
ENSG00000255449,False,RP11-91P24.6,NCBITaxon:9606,gene
ENSG00000179071,False,CCDC89,NCBITaxon:9606,gene
ENSG00000269895,False,AP000654.4,NCBITaxon:9606,gene
ENSG00000123901,False,GPR83,NCBITaxon:9606,gene
ENSG00000196611,False,MMP1,NCBITaxon:9606,gene
ENSG00000256603,False,RP11-667M19.2,NCBITaxon:9606,gene
ENSG00000285509,False,TBCEL-TECTA,NCBITaxon:9606,gene
ENSG00000120457,False,KCNJ5,NCBITaxon:9606,gene
ENSG00000254648,False,RP11-713P17.4,NCBITaxon:9606,gene
ENSG00000236968,False,RP11-298E9.5,NCBITaxon:9606,gene
ENSG00000225948,False,LINC02648,NCBITaxon:9606,gene
ENSG00000176244,False,ACBD7,NCBITaxon:9606,gene
ENSG00000225527,False,RP11-383B4.4,NCBITaxon:9606,gene
ENSG00000238246,False,RP11-575A19.2,NCBITaxon:9606,gene
ENSG00000272516,False,RP11-573G6.9,NCBITaxon:9606,gene
ENSG00000077327,False,SPAG6,NCBITaxon:9606,gene
ENSG00000226245,False,ZNF32-AS1,NCBITaxon:9606,gene
ENSG00000230565,False,ZNF32-AS2,NCBITaxon:9606,gene
ENSG00000277758,False,ABC7-42404400C24.1,NCBITaxon:9606,gene
ENSG00000224714,False,LINC02671,NCBITaxon:9606,gene
ENSG00000166317,False,SYNPO2L,NCBITaxon:9606,gene
ENSG00000224195,False,RP11-574K11.5,NCBITaxon:9606,gene
ENSG00000232342,False,RP11-46O21.2,NCBITaxon:9606,gene
ENSG00000230417,False,LINC00856,NCBITaxon:9606,gene
ENSG00000188199,False,NUTM2B,NCBITaxon:9606,gene
ENSG00000214562,False,NUTM2D,NCBITaxon:9606,gene
ENSG00000138115,False,CYP2C8,NCBITaxon:9606,gene
ENSG00000138131,False,LOXL4,NCBITaxon:9606,gene
ENSG00000229278,False,RP11-483F11.7,NCBITaxon:9606,gene
ENSG00000227695,False,DNMBP-AS1,NCBITaxon:9606,gene
ENSG00000255339,False,RP11-411B6.6,NCBITaxon:9606,gene
ENSG00000282772,False,RP11-753C18.12,NCBITaxon:9606,gene
ENSG00000273485,False,RP11-225H22.7,NCBITaxon:9606,gene
ENSG00000177640,False,CASC2,NCBITaxon:9606,gene
ENSG00000119973,False,PRLHR,NCBITaxon:9606,gene
ENSG00000278518,False,RP11-108K14.12,NCBITaxon:9606,gene
ENSG00000130037,False,KCNA5,NCBITaxon:9606,gene
ENSG00000255801,False,RP11-561P12.5,NCBITaxon:9606,gene
ENSG00000212128,False,TAS2R13,NCBITaxon:9606,gene
ENSG00000226761,False,TAS2R46,NCBITaxon:9606,gene
ENSG00000256084,False,RP11-134N1.2,NCBITaxon:9606,gene
ENSG00000257258,False,RP11-946L16.1,NCBITaxon:9606,gene
ENSG00000276691,False,RP5-1057I20.5,NCBITaxon:9606,gene
ENSG00000177627,False,C12orf54,NCBITaxon:9606,gene
ENSG00000185479,False,KRT6B,NCBITaxon:9606,gene
ENSG00000172789,False,HOXC5,NCBITaxon:9606,gene
ENSG00000257824,False,RP11-1049A21.2,NCBITaxon:9606,gene
ENSG00000175336,False,APOF,NCBITaxon:9606,gene
ENSG00000135517,False,MIP,NCBITaxon:9606,gene
ENSG00000276727,False,RP11-123K3.9,NCBITaxon:9606,gene
ENSG00000249753,False,RP11-415I12.3,NCBITaxon:9606,gene
ENSG00000239335,False,LLPH-DT,NCBITaxon:9606,gene
ENSG00000277247,False,RP11-785D18.3,NCBITaxon:9606,gene
ENSG00000067798,False,NAV3,NCBITaxon:9606,gene
ENSG00000258044,False,RP11-530C5.2,NCBITaxon:9606,gene
ENSG00000257194,False,RP11-567C2.1,NCBITaxon:9606,gene
ENSG00000271382,False,RP11-1060G2.2,NCBITaxon:9606,gene
ENSG00000258172,False,RP11-1105G2.4,NCBITaxon:9606,gene
ENSG00000257878,False,RP11-256L6.3,NCBITaxon:9606,gene
ENSG00000257715,False,RP11-256L6.2,NCBITaxon:9606,gene
ENSG00000283422,False,LINC02452,NCBITaxon:9606,gene
ENSG00000166111,False,SVOP,NCBITaxon:9606,gene
ENSG00000277299,False,RP11-837J7.4,NCBITaxon:9606,gene
ENSG00000274859,False,RP11-136L23.2,NCBITaxon:9606,gene
ENSG00000255839,False,RP11-338K17.8,NCBITaxon:9606,gene
ENSG00000274695,False,RP11-21K12.3,NCBITaxon:9606,gene
ENSG00000060709,False,RIMBP2,NCBITaxon:9606,gene
ENSG00000256299,False,RP11-989F5.3,NCBITaxon:9606,gene
ENSG00000182870,False,GALNT9,NCBITaxon:9606,gene
ENSG00000260509,False,RP11-271M24.2,NCBITaxon:9606,gene
ENSG00000275294,False,LINC02340,NCBITaxon:9606,gene
ENSG00000273507,False,RP11-50D16.4,NCBITaxon:9606,gene
ENSG00000278338,False,VWA8-AS1,NCBITaxon:9606,gene
ENSG00000229111,False,MED4-AS1,NCBITaxon:9606,gene
ENSG00000277684,False,RP11-305D15.8,NCBITaxon:9606,gene
ENSG00000253309,False,SERPINE3,NCBITaxon:9606,gene
ENSG00000234377,False,OBI1-AS1,NCBITaxon:9606,gene
ENSG00000179399,False,GPC5,NCBITaxon:9606,gene
ENSG00000057593,False,F7,NCBITaxon:9606,gene
ENSG00000272695,False,GAS6-DT,NCBITaxon:9606,gene
ENSG00000258810,False,RP11-219E7.1,NCBITaxon:9606,gene
ENSG00000169208,False,OR10G3,NCBITaxon:9606,gene
ENSG00000256590,False,TRDV3,NCBITaxon:9606,gene
ENSG00000215277,False,RNF212B,NCBITaxon:9606,gene
ENSG00000100867,False,DHRS2,NCBITaxon:9606,gene
ENSG00000258860,False,RP11-561B11.3,NCBITaxon:9606,gene
ENSG00000251363,False,LINC02315,NCBITaxon:9606,gene
ENSG00000278147,False,CTD-3028N15.3,NCBITaxon:9606,gene
ENSG00000258400,False,RP11-831F12.2,NCBITaxon:9606,gene
ENSG00000258928,False,RP11-463J10.2,NCBITaxon:9606,gene
ENSG00000259483,False,RP11-930O11.2,NCBITaxon:9606,gene
ENSG00000254718,False,CTD-2184C24.2,NCBITaxon:9606,gene
ENSG00000284664,False,RP11-712C19.2,NCBITaxon:9606,gene
ENSG00000100652,False,SLC10A1,NCBITaxon:9606,gene
ENSG00000187105,False,HEATR4,NCBITaxon:9606,gene
ENSG00000233208,False,LINC00642,NCBITaxon:9606,gene
ENSG00000258481,False,RP11-472N19.3,NCBITaxon:9606,gene
ENSG00000133958,False,UNC79,NCBITaxon:9606,gene
ENSG00000259097,False,RP11-61O1.1,NCBITaxon:9606,gene
ENSG00000258982,False,RP11-638I2.4,NCBITaxon:9606,gene
ENSG00000259088,False,CTD-2017C7.2,NCBITaxon:9606,gene
ENSG00000260792,False,LINC02280,NCBITaxon:9606,gene
ENSG00000211946,False,IGHV3-20,NCBITaxon:9606,gene
ENSG00000211962,False,IGHV1-46,NCBITaxon:9606,gene
ENSG00000211967,False,IGHV3-53,NCBITaxon:9606,gene
ENSG00000277322,False,GOLGA6L6,NCBITaxon:9606,gene
ENSG00000261069,False,RP11-701H24.4,NCBITaxon:9606,gene
ENSG00000261480,False,GOLGA8M_ENSG00000261480,NCBITaxon:9606,gene
ENSG00000249931,False,GOLGA8K,NCBITaxon:9606,gene
ENSG00000259617,False,RP11-540O11.6,NCBITaxon:9606,gene
ENSG00000250379,False,RP11-23P13.4,NCBITaxon:9606,gene
ENSG00000285080,False,RP11-473C18.6,NCBITaxon:9606,gene
ENSG00000259563,False,CTD-2329K10.1,NCBITaxon:9606,gene
ENSG00000170236,False,USP50,NCBITaxon:9606,gene
ENSG00000186417,False,GLDN,NCBITaxon:9606,gene
ENSG00000259238,False,RP11-361D15.2,NCBITaxon:9606,gene
ENSG00000259498,False,TPM1-AS,NCBITaxon:9606,gene
ENSG00000103742,False,IGDCC4,NCBITaxon:9606,gene
ENSG00000260773,False,RP11-352G18.2,NCBITaxon:9606,gene
ENSG00000260729,False,RP11-106M3.2,NCBITaxon:9606,gene
ENSG00000103855,False,CD276,NCBITaxon:9606,gene
ENSG00000167178,False,ISLR2,NCBITaxon:9606,gene
ENSG00000260206,False,CTD-2026K11.2,NCBITaxon:9606,gene
ENSG00000203392,False,CTD-2026K11.6,NCBITaxon:9606,gene
ENSG00000169758,False,TMEM266,NCBITaxon:9606,gene
ENSG00000259792,False,RP11-114H24.6,NCBITaxon:9606,gene
ENSG00000259332,False,ST20-MTHFS,NCBITaxon:9606,gene
ENSG00000259417,False,CTXND1,NCBITaxon:9606,gene
ENSG00000156206,False,CFAP161,NCBITaxon:9606,gene
ENSG00000156218,False,ADAMTSL3,NCBITaxon:9606,gene
ENSG00000259367,False,RP11-815J21.4,NCBITaxon:9606,gene
ENSG00000259544,False,RP11-158M2.2,NCBITaxon:9606,gene
ENSG00000259416,False,LINC02883,NCBITaxon:9606,gene
ENSG00000140538,False,NTRK3,NCBITaxon:9606,gene
ENSG00000261407,False,RP11-326A19.3,NCBITaxon:9606,gene
ENSG00000259314,False,CTD-3065B20.3,NCBITaxon:9606,gene
ENSG00000259661,False,AC068831.15,NCBITaxon:9606,gene
ENSG00000185551,False,NR2F2,NCBITaxon:9606,gene
ENSG00000254744,False,CTD-3076O17.1,NCBITaxon:9606,gene
ENSG00000259219,False,CTD-3076O17.2,NCBITaxon:9606,gene
ENSG00000259540,False,RP11-526I2.1,NCBITaxon:9606,gene
ENSG00000259755,False,RP11-505E24.2,NCBITaxon:9606,gene
ENSG00000260132,False,LA16c-312E8.2,NCBITaxon:9606,gene
ENSG00000261399,False,LA16c-329F2.1,NCBITaxon:9606,gene
ENSG00000261207,False,LA16c-361A3.3,NCBITaxon:9606,gene
ENSG00000260107,False,AC005606.15,NCBITaxon:9606,gene
ENSG00000126603,False,GLIS2,NCBITaxon:9606,gene
ENSG00000168140,False,VASN,NCBITaxon:9606,gene
ENSG00000166246,False,C16orf71,NCBITaxon:9606,gene
ENSG00000260350,False,RP11-152P23.2,NCBITaxon:9606,gene
ENSG00000262151,False,RP11-876N24.2,NCBITaxon:9606,gene
ENSG00000175604,False,RP11-276H1.3,NCBITaxon:9606,gene
ENSG00000262848,False,RP11-517A5.5,NCBITaxon:9606,gene
ENSG00000170537,False,TMC7,NCBITaxon:9606,gene
ENSG00000260635,False,RP11-21M24.3,NCBITaxon:9606,gene
ENSG00000260905,False,LINC02890,NCBITaxon:9606,gene
ENSG00000258150,False,RP11-345J4.3,NCBITaxon:9606,gene
ENSG00000149926,False,TLCD3B,NCBITaxon:9606,gene
ENSG00000285043,False,CTD-2515O10.6,NCBITaxon:9606,gene
ENSG00000260304,False,RP11-388M20.6,NCBITaxon:9606,gene
ENSG00000156886,False,ITGAD,NCBITaxon:9606,gene
ENSG00000260975,False,RP11-142G1.3,NCBITaxon:9606,gene
ENSG00000260145,False,RP11-322D14.2,NCBITaxon:9606,gene
ENSG00000166546,False,BEAN1,NCBITaxon:9606,gene
ENSG00000260894,False,CTD-2012K14.4,NCBITaxon:9606,gene
ENSG00000260999,False,RP11-521L9.1,NCBITaxon:9606,gene
ENSG00000247228,False,RP11-296I10.3,NCBITaxon:9606,gene
ENSG00000260111,False,RP11-529K1.4,NCBITaxon:9606,gene
ENSG00000261063,False,RP11-538I12.2,NCBITaxon:9606,gene
ENSG00000260876,False,LINC01229,NCBITaxon:9606,gene
ENSG00000064270,False,ATP2C2,NCBITaxon:9606,gene
ENSG00000269898,False,RP11-568J23.4,NCBITaxon:9606,gene
ENSG00000277504,False,RP11-278A23.4,NCBITaxon:9606,gene
ENSG00000205037,False,RP11-863P13.4,NCBITaxon:9606,gene
ENSG00000263345,False,RP1-59D14.5,NCBITaxon:9606,gene
ENSG00000180042,False,OR1R1P,NCBITaxon:9606,gene
ENSG00000262692,False,CTD-3195I5.3,NCBITaxon:9606,gene
ENSG00000235085,False,AC091153.4,NCBITaxon:9606,gene
ENSG00000182327,False,GLTPD2,NCBITaxon:9606,gene
ENSG00000263164,False,RP11-333E1.2,NCBITaxon:9606,gene
ENSG00000129221,False,AIPL1,NCBITaxon:9606,gene
ENSG00000259224,False,SLC35G6,NCBITaxon:9606,gene
ENSG00000179477,False,ALOX12B,NCBITaxon:9606,gene
ENSG00000223979,False,SMCR2,NCBITaxon:9606,gene
ENSG00000235397,False,EPN2-AS1,NCBITaxon:9606,gene
ENSG00000264932,False,CTD-2104P17.2,NCBITaxon:9606,gene
ENSG00000266872,False,RP11-19P22.8,NCBITaxon:9606,gene
ENSG00000265205,False,AC010761.13,NCBITaxon:9606,gene
ENSG00000265908,False,RP11-20B24.6,NCBITaxon:9606,gene
ENSG00000264808,False,RP11-802D6.1,NCBITaxon:9606,gene
ENSG00000264031,False,ABHD15-AS1,NCBITaxon:9606,gene
ENSG00000266733,False,TBC1D29P,NCBITaxon:9606,gene
ENSG00000263603,False,CTD-2349P21.5,NCBITaxon:9606,gene
ENSG00000265334,False,CTD-2349P21.11,NCBITaxon:9606,gene
ENSG00000264107,False,MIR4733HG,NCBITaxon:9606,gene
ENSG00000141314,False,RHBDL3,NCBITaxon:9606,gene
ENSG00000275152,False,CCL16,NCBITaxon:9606,gene
ENSG00000277363,False,SRCIN1,NCBITaxon:9606,gene
ENSG00000265784,False,RP1-56K13.3,NCBITaxon:9606,gene
ENSG00000141748,False,ARL5C,NCBITaxon:9606,gene
ENSG00000141750,False,STAC2,NCBITaxon:9606,gene
ENSG00000266208,False,CTD-2267D19.3,NCBITaxon:9606,gene
ENSG00000267638,False,RP11-546M21.6,NCBITaxon:9606,gene
ENSG00000182963,False,GJC1,NCBITaxon:9606,gene
ENSG00000131094,False,C1QL1,NCBITaxon:9606,gene
ENSG00000264019,False,RP11-6N17.6,NCBITaxon:9606,gene
ENSG00000278765,False,RP5-890E16.5,NCBITaxon:9606,gene
ENSG00000244649,False,LINC02086,NCBITaxon:9606,gene
ENSG00000253730,False,RP11-893F2.13,NCBITaxon:9606,gene
ENSG00000251179,False,TMEM92-AS1,NCBITaxon:9606,gene
ENSG00000261873,False,SMIM36,NCBITaxon:9606,gene
ENSG00000167419,False,LPO,NCBITaxon:9606,gene
ENSG00000172421,False,EFCAB3,NCBITaxon:9606,gene
ENSG00000007314,False,SCN4A,NCBITaxon:9606,gene
ENSG00000265912,False,RP11-583F2.2,NCBITaxon:9606,gene
ENSG00000177338,False,LINC00469,NCBITaxon:9606,gene
ENSG00000109089,False,CDR2L,NCBITaxon:9606,gene
ENSG00000267615,False,RP11-552F3.13,NCBITaxon:9606,gene
ENSG00000129673,False,AANAT,NCBITaxon:9606,gene
ENSG00000276863,False,CTD-2047H16.5,NCBITaxon:9606,gene
ENSG00000262831,False,RP11-498C9.2,NCBITaxon:9606,gene
ENSG00000264769,False,RP11-498C9.12,NCBITaxon:9606,gene
ENSG00000263063,False,RP11-388C12.1,NCBITaxon:9606,gene
ENSG00000263551,False,RP11-78F17.1,NCBITaxon:9606,gene
ENSG00000265399,False,RP13-270P17.2,NCBITaxon:9606,gene
ENSG00000266288,False,CTD-3096M3.2,NCBITaxon:9606,gene
ENSG00000273335,False,RP11-61L19.2,NCBITaxon:9606,gene
ENSG00000267480,False,RP11-703I16.1,NCBITaxon:9606,gene
ENSG00000265142,False,MIR133A1HG,NCBITaxon:9606,gene
ENSG00000265943,False,RP11-739L10.1,NCBITaxon:9606,gene
ENSG00000274918,False,RP11-54G14.1,NCBITaxon:9606,gene
ENSG00000267337,False,LINC01478,NCBITaxon:9606,gene
ENSG00000267112,False,RP11-839G9.1,NCBITaxon:9606,gene
ENSG00000267325,False,LINC01415,NCBITaxon:9606,gene
ENSG00000150656,False,CNDP1,NCBITaxon:9606,gene
ENSG00000266256,False,LINC00683,NCBITaxon:9606,gene
ENSG00000125895,False,TMEM74B,NCBITaxon:9606,gene
ENSG00000244588,False,RAD21L1,NCBITaxon:9606,gene
ENSG00000228293,False,RP4-686C3.7,NCBITaxon:9606,gene
ENSG00000277425,False,RP5-1116H23.3,NCBITaxon:9606,gene
ENSG00000089199,False,CHGB,NCBITaxon:9606,gene
ENSG00000270792,False,RP11-103J8.1,NCBITaxon:9606,gene
ENSG00000232712,False,KIZ-AS1,NCBITaxon:9606,gene
ENSG00000274173,False,RP4-568C11.4,NCBITaxon:9606,gene
ENSG00000274414,False,RP5-965G21.4,NCBITaxon:9606,gene
ENSG00000276952,False,RP5-965G21.6,NCBITaxon:9606,gene
ENSG00000230613,False,HM13-AS1,NCBITaxon:9606,gene
ENSG00000260536,False,RP5-1085F17.4,NCBITaxon:9606,gene
ENSG00000261582,False,RP4-614O4.11,NCBITaxon:9606,gene
ENSG00000274825,False,RP4-616B8.5,NCBITaxon:9606,gene
ENSG00000261431,False,DHX35-DT,NCBITaxon:9606,gene
ENSG00000244558,False,KCNK15-AS1,NCBITaxon:9606,gene
ENSG00000244274,False,DBNDD2,NCBITaxon:9606,gene
ENSG00000149634,False,SPATA25,NCBITaxon:9606,gene
ENSG00000271984,False,RP3-337O18.9,NCBITaxon:9606,gene
ENSG00000064655,False,EYA2,NCBITaxon:9606,gene
ENSG00000227431,False,CSE1L-AS1,NCBITaxon:9606,gene
ENSG00000124212,False,PTGIS,NCBITaxon:9606,gene
ENSG00000236352,False,AC005220.3,NCBITaxon:9606,gene
ENSG00000101144,False,BMP7,NCBITaxon:9606,gene
ENSG00000256222,False,MTRNR2L3,NCBITaxon:9606,gene
ENSG00000124092,False,CTCFL,NCBITaxon:9606,gene
ENSG00000124205,False,EDN3,NCBITaxon:9606,gene
ENSG00000273821,False,RP5-963E22.6,NCBITaxon:9606,gene
ENSG00000275812,False,RP4-697K14.15,NCBITaxon:9606,gene
ENSG00000258366,False,RTEL1,NCBITaxon:9606,gene
ENSG00000266933,False,MADCAM1-AS1,NCBITaxon:9606,gene
ENSG00000266990,False,LLNLR-284B4.2,NCBITaxon:9606,gene
ENSG00000267755,False,AC004623.2,NCBITaxon:9606,gene
ENSG00000267092,False,CTB-25B13.9,NCBITaxon:9606,gene
ENSG00000267232,False,CTB-31O20.9,NCBITaxon:9606,gene
ENSG00000267122,False,AC004490.1,NCBITaxon:9606,gene
ENSG00000267688,False,AC005262.2,NCBITaxon:9606,gene
ENSG00000183397,False,C19orf71,NCBITaxon:9606,gene
ENSG00000167654,False,ATCAY,NCBITaxon:9606,gene
ENSG00000156413,False,FUT6,NCBITaxon:9606,gene
ENSG00000266983,False,RANBP3-DT,NCBITaxon:9606,gene
ENSG00000268191,False,CTD-2396E7.10,NCBITaxon:9606,gene
ENSG00000268400,False,CTD-3214H19.4,NCBITaxon:9606,gene
ENSG00000268149,False,CTD-3193O13.13,NCBITaxon:9606,gene
ENSG00000268931,False,RP11-886P16.6,NCBITaxon:9606,gene
ENSG00000267986,False,AC130469.2,NCBITaxon:9606,gene
ENSG00000170948,False,MBD3L1,NCBITaxon:9606,gene
ENSG00000267387,False,CTD-2240E14.4,NCBITaxon:9606,gene
ENSG00000273733,False,CTC-510F12.7,NCBITaxon:9606,gene
ENSG00000130176,False,CNN1,NCBITaxon:9606,gene
ENSG00000267379,False,CTC-548K16.5,NCBITaxon:9606,gene
ENSG00000185385,False,OR7A17,NCBITaxon:9606,gene
ENSG00000094661,False,OR1I1,NCBITaxon:9606,gene
ENSG00000186723,False,OR10H1,NCBITaxon:9606,gene
ENSG00000188039,False,NWD1,NCBITaxon:9606,gene
ENSG00000269066,False,CTD-2528A14.5,NCBITaxon:9606,gene
ENSG00000268983,False,AC005253.4,NCBITaxon:9606,gene
ENSG00000213999,False,MEF2B,NCBITaxon:9606,gene
ENSG00000267565,False,CTC-559E9.8,NCBITaxon:9606,gene
ENSG00000269110,False,CTC-513N18.7,NCBITaxon:9606,gene
ENSG00000268658,False,LINC00664,NCBITaxon:9606,gene
ENSG00000197360,False,ZNF98,NCBITaxon:9606,gene
ENSG00000213973,False,ZNF99,NCBITaxon:9606,gene
ENSG00000269107,False,RP11-15H20.7,NCBITaxon:9606,gene
ENSG00000267498,False,UQCRFS1-DT,NCBITaxon:9606,gene
ENSG00000186326,False,RGS9BP,NCBITaxon:9606,gene
ENSG00000124302,False,CHST8,NCBITaxon:9606,gene
ENSG00000267024,False,CTD-2588C8.8,NCBITaxon:9606,gene
ENSG00000283907,False,LLNLF-96A1.1,NCBITaxon:9606,gene
ENSG00000267049,False,AC002398.13,NCBITaxon:9606,gene
ENSG00000226686,False,LINC01535,NCBITaxon:9606,gene
ENSG00000267115,False,CTD-3064H18.2,NCBITaxon:9606,gene
ENSG00000160396,False,HIPK4,NCBITaxon:9606,gene
ENSG00000277453,False,CTC-492K19.7,NCBITaxon:9606,gene
ENSG00000268355,False,AC006129.1,NCBITaxon:9606,gene
ENSG00000267348,False,GEMIN7-AS1,NCBITaxon:9606,gene
ENSG00000268583,False,CTC-453G23.8,NCBITaxon:9606,gene
ENSG00000104826,False,LHB,NCBITaxon:9606,gene
ENSG00000268636,False,CTB-33G10.11,NCBITaxon:9606,gene
ENSG00000169169,False,CPT1C,NCBITaxon:9606,gene
ENSG00000268015,False,CTD-2525I3.3,NCBITaxon:9606,gene
ENSG00000268886,False,CTD-3099C6.7,NCBITaxon:9606,gene
ENSG00000269288,False,CTD-2245F17.6,NCBITaxon:9606,gene
ENSG00000269877,False,CTD-3022G6.1,NCBITaxon:9606,gene
ENSG00000223638,False,RFPL4A,NCBITaxon:9606,gene
ENSG00000269054,False,ZNF497-AS1,NCBITaxon:9606,gene
ENSG00000229308,False,AC010084.1,NCBITaxon:9606,gene
ENSG00000254488,False,RP11-65G9.1,NCBITaxon:9606,gene
ENSG00000228786,False,LINC00266-4P,NCBITaxon:9606,gene
ENSG00000280341,False,LA16c-60D12.1,NCBITaxon:9606,gene
ENSG00000279442,False,LA16c-60D12.2,NCBITaxon:9606,gene
ENSG00000172967,False,XKR3,NCBITaxon:9606,gene
ENSG00000182902,False,SLC25A18,NCBITaxon:9606,gene
ENSG00000272600,False,AC007308.7,NCBITaxon:9606,gene
ENSG00000099960,False,SLC7A4,NCBITaxon:9606,gene
ENSG00000206142,False,FAM230H,NCBITaxon:9606,gene
ENSG00000253239,False,IGLVI-70,NCBITaxon:9606,gene
ENSG00000211637,False,IGLV4-69,NCBITaxon:9606,gene
ENSG00000234630,False,LL22NC03-2H8.4,NCBITaxon:9606,gene
ENSG00000211648,False,IGLV1-47,NCBITaxon:9606,gene
ENSG00000211649,False,IGLV7-46,NCBITaxon:9606,gene
ENSG00000211650,False,IGLV5-45,NCBITaxon:9606,gene
ENSG00000211652,False,IGLV7-43,NCBITaxon:9606,gene
ENSG00000211659,False,IGLV3-25,NCBITaxon:9606,gene
ENSG00000211662,False,IGLV3-21,NCBITaxon:9606,gene
ENSG00000211663,False,IGLV3-19,NCBITaxon:9606,gene
ENSG00000211670,False,IGLV3-9,NCBITaxon:9606,gene
ENSG00000278196,False,IGLV2-8,NCBITaxon:9606,gene
ENSG00000234928,False,LINC01659,NCBITaxon:9606,gene
ENSG00000233577,False,RP3-462D8.2,NCBITaxon:9606,gene
ENSG00000234884,False,CTA-407F11.8,NCBITaxon:9606,gene
ENSG00000133488,False,SEC14L4,NCBITaxon:9606,gene
ENSG00000269987,False,RP3-430N8.11,NCBITaxon:9606,gene
ENSG00000273082,False,LARGE1-AS1,NCBITaxon:9606,gene
ENSG00000279714,False,CTA-212A2.2,NCBITaxon:9606,gene
ENSG00000166862,False,CACNG2,NCBITaxon:9606,gene
ENSG00000100156,False,SLC16A8,NCBITaxon:9606,gene
ENSG00000249310,False,APOBEC3B-AS1,NCBITaxon:9606,gene
ENSG00000188064,False,WNT7B,NCBITaxon:9606,gene
